@RELATION instrumentClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {cello,acoustic guitar,clarinet,electric guitar,flute,organ,piano,piano,saxophone,violin}

@DATA
0.066874,0.052139,3.145153,0.128211,0.151179,0.661936,0.004004,0.110304,-22.494846,1.694801,0.410002,-0.002526,0.513518,0.393205,0.236577,0.003822,-0.392751,-0.142120,0.179046,-0.059852,-0.092545,0.015432,0.003037,0.055015,0.007398,0.023362,0.005960,0.025348,0.005651,0.004840,0.021000,0.012007,0.001518,0.019809,0.017016,0.035846,0.177558,0.020276,0.021575,0.206629,0.002319,0.037938,1.101269,0.431502,0.277485,0.359641,0.245921,0.271041,0.227455,0.187357,0.204037,0.198139,0.200316,0.170074,0.171776,0.017083,0.002744,0.034216,0.006987,0.016983,0.004833,0.020052,0.009334,0.003355,0.016206,0.007525,0.001802,0.009320,electric guitar
0.059944,0.051847,3.071497,0.130924,0.158384,0.543129,0.004594,0.089241,-22.434783,1.875619,0.394025,0.212556,0.325829,0.104189,0.139900,0.177507,-0.065158,-0.180068,-0.108178,-0.057932,0.017098,0.022738,0.010288,0.060820,0.011578,0.031158,0.007936,0.025126,0.002464,0.005160,0.024403,0.015475,0.002784,0.022922,0.022336,0.043840,0.240507,0.026962,0.022626,0.272081,0.002597,0.054375,1.269185,0.412710,0.276161,0.395978,0.252289,0.224846,0.195393,0.257646,0.236769,0.188345,0.214837,0.171459,0.179763,0.023026,0.012685,0.037238,0.009809,0.021570,0.006564,0.020027,0.002868,0.004591,0.020697,0.009469,0.003024,0.008505,electric guitar
0.068279,0.059518,3.140781,0.125884,0.146231,0.717727,0.004374,0.118020,-22.131168,1.634497,0.525908,0.038348,0.514876,0.212424,0.205975,0.054307,-0.292739,-0.141596,0.093313,-0.009543,-0.046489,0.017472,0.004206,0.052380,0.009065,0.026726,0.007910,0.031571,0.005117,0.003911,0.020625,0.014893,0.001823,0.020861,0.019791,0.044382,0.186356,0.020957,0.022522,0.265217,0.002412,0.045349,0.936307,0.429756,0.257956,0.334241,0.255034,0.257734,0.214698,0.198835,0.200186,0.200910,0.199226,0.178863,0.159220,0.018695,0.003596,0.034894,0.007555,0.019425,0.006928,0.025880,0.007484,0.003648,0.016885,0.009884,0.001695,0.008932,electric guitar
0.062495,0.062914,3.092364,0.130140,0.156335,0.570125,0.004850,0.092939,-22.252790,1.810981,0.370988,0.356736,0.321965,0.034052,0.179205,0.128995,-0.053826,-0.149675,-0.116420,-0.031772,0.047691,0.022590,0.006455,0.056475,0.011472,0.032284,0.007588,0.027565,0.002632,0.004665,0.023375,0.018278,0.003127,0.022385,0.025093,0.057212,0.225279,0.026250,0.020878,0.315874,0.002858,0.058094,1.211229,0.522666,0.304691,0.345798,0.244099,0.225141,0.236535,0.201060,0.204299,0.221041,0.201103,0.160260,0.167595,0.019876,0.007038,0.037107,0.009633,0.023648,0.006570,0.023136,0.003320,0.004768,0.019134,0.012533,0.003566,0.008802,electric guitar
0.065243,0.016978,3.040466,0.133543,0.162363,0.599164,0.004884,0.093745,-25.630289,1.900868,0.492229,0.200967,0.452371,0.100983,0.083017,0.123618,-0.100047,-0.113811,-0.090080,-0.058998,0.034134,0.020572,0.005968,0.060307,0.011585,0.029380,0.009107,0.027464,0.002840,0.004198,0.025110,0.016834,0.002127,0.023187,0.023185,0.016548,0.308996,0.025662,0.025155,0.284265,0.003043,0.048457,1.369510,0.468855,0.280740,0.358525,0.259048,0.233967,0.219459,0.252962,0.226464,0.193148,0.226900,0.183122,0.154792,0.019452,0.006731,0.042548,0.009998,0.021917,0.010173,0.022102,0.005404,0.003624,0.020608,0.011363,0.002052,0.009263,electric guitar
0.054343,0.024270,3.058794,0.128485,0.158184,0.479138,0.004711,0.076400,-23.822650,1.919970,0.351369,0.371803,0.302936,0.025456,0.116568,0.129086,-0.055186,-0.161091,-0.103006,-0.104226,-0.000017,0.021368,0.010697,0.064320,0.012824,0.030376,0.009734,0.029694,0.002495,0.004370,0.021547,0.014937,0.002451,0.025231,0.017029,0.023262,0.275121,0.023022,0.022781,0.237907,0.002832,0.043723,1.402386,0.517706,0.333360,0.356935,0.288118,0.228766,0.244112,0.228909,0.235841,0.194580,0.202952,0.186378,0.168481,0.020094,0.012630,0.038623,0.013342,0.021567,0.007626,0.019635,0.003193,0.003923,0.018547,0.008784,0.002574,0.008373,electric guitar
0.054672,0.024348,3.051705,0.129852,0.160883,0.461486,0.004911,0.075082,-23.845479,1.982831,0.338508,0.368520,0.354353,0.058685,0.075097,0.081931,-0.066619,-0.114989,-0.057709,-0.064860,-0.016195,0.028130,0.005599,0.067835,0.011511,0.026605,0.007645,0.023525,0.002517,0.005718,0.026576,0.019580,0.003886,0.026088,0.018300,0.023301,0.270608,0.024191,0.022540,0.229636,0.002901,0.046164,1.376241,0.475659,0.343171,0.373440,0.260258,0.234616,0.228056,0.242335,0.247975,0.230190,0.213392,0.184072,0.169071,0.024193,0.007152,0.040632,0.010438,0.018036,0.006090,0.018620,0.003154,0.005416,0.020625,0.012738,0.005629,0.009169,electric guitar
0.058608,0.025199,3.066054,0.135415,0.161308,0.515672,0.004456,0.084467,-23.803441,2.012180,0.412324,0.317760,0.352483,0.056732,0.050324,0.067011,-0.051942,-0.160409,-0.104892,-0.043593,0.029825,0.027765,0.005170,0.057787,0.014368,0.027145,0.009902,0.031875,0.001467,0.005036,0.024531,0.020126,0.003177,0.025273,0.020816,0.023717,0.241525,0.027033,0.022223,0.262383,0.002679,0.054688,1.208382,0.428954,0.290822,0.354184,0.275697,0.218564,0.215581,0.208508,0.224708,0.199743,0.194664,0.182876,0.163923,0.024379,0.006071,0.033798,0.014858,0.019401,0.006934,0.020672,0.001639,0.004625,0.018739,0.012635,0.004468,0.007543,electric guitar
0.057184,0.025362,3.054637,0.130898,0.160351,0.484780,0.004585,0.080363,-23.643846,1.916971,0.351039,0.455043,0.297801,-0.002446,0.080422,0.110373,-0.034113,-0.153703,-0.072336,-0.086651,-0.035531,0.023438,0.007331,0.064367,0.010411,0.029063,0.010574,0.030439,0.002962,0.005012,0.021525,0.016160,0.002994,0.024452,0.019340,0.023689,0.278205,0.024458,0.022798,0.239959,0.002545,0.046192,1.330913,0.510497,0.353628,0.331998,0.276399,0.233753,0.233341,0.226748,0.218565,0.205910,0.200013,0.182068,0.157679,0.021740,0.008583,0.039331,0.009968,0.020383,0.009008,0.022853,0.005451,0.004887,0.018335,0.009859,0.003514,0.008526,electric guitar
0.066209,0.029260,3.113039,0.129182,0.150983,0.568840,0.004475,0.096211,-22.825708,1.544186,0.274745,0.426069,0.296318,0.129689,-0.079836,0.113196,-0.026643,-0.061624,0.088415,-0.143165,0.041601,0.016655,0.004618,0.065322,0.008029,0.022721,0.007476,0.019373,0.002782,0.005065,0.021477,0.015547,0.006989,0.020650,0.019362,0.021307,0.220025,0.023065,0.023123,0.256392,0.002171,0.044424,0.913052,0.510140,0.371337,0.363395,0.262623,0.258291,0.200528,0.176290,0.163572,0.162750,0.159380,0.142064,0.162218,0.017395,0.003283,0.038995,0.006373,0.012342,0.006784,0.013653,0.002988,0.003790,0.016830,0.008101,0.008907,0.009418,electric guitar
0.070708,0.031203,3.129081,0.132338,0.151099,0.681923,0.004159,0.115656,-22.839531,1.423235,0.596645,0.295498,0.214825,0.200002,-0.017180,0.063522,-0.089764,-0.271826,0.119502,-0.140833,0.067940,0.016974,0.005191,0.054332,0.011485,0.025271,0.008838,0.024871,0.002229,0.004257,0.021288,0.017314,0.002115,0.020771,0.020896,0.026027,0.235855,0.021571,0.021396,0.276220,0.002454,0.044329,0.906417,0.486222,0.320500,0.290418,0.255078,0.229765,0.216088,0.187472,0.194015,0.210822,0.195174,0.183883,0.175478,0.018337,0.005238,0.036511,0.010618,0.018083,0.007468,0.020090,0.002539,0.003870,0.016660,0.010085,0.001842,0.008849,electric guitar
0.031252,0.031801,3.174434,0.092208,0.153647,0.186123,0.009909,0.050821,-24.445558,2.208162,0.272571,0.374084,-0.110030,0.272436,0.001921,-0.053588,-0.039343,0.122263,0.150927,0.194805,0.239919,0.009778,0.002417,0.038725,0.009564,0.023606,0.022935,0.051075,0.003595,0.007287,0.009378,0.066144,0.003793,0.036202,0.014726,0.021598,0.132731,0.025816,0.032577,0.151849,0.008129,0.028813,1.295134,0.623367,0.543000,0.353224,0.416502,0.287250,0.309861,0.267863,0.318940,0.298013,0.298739,0.242659,0.262294,0.013004,0.004272,0.042119,0.013275,0.021499,0.023077,0.041155,0.006315,0.008608,0.009108,0.050714,0.005704,0.014177,electric guitar
0.023878,0.024350,3.150162,0.091409,0.162167,0.120730,0.009526,0.034176,-25.075110,2.674651,0.115088,0.473284,0.038759,0.056154,-0.098749,0.072899,0.170739,0.265092,0.192398,0.172564,0.144617,0.017444,0.002374,0.049719,0.007853,0.031035,0.009292,0.042042,0.001979,0.008090,0.018888,0.062786,0.003818,0.037696,0.011515,0.017098,0.160280,0.028575,0.036580,0.094542,0.007485,0.018500,1.207370,0.637996,0.436553,0.317631,0.352191,0.320479,0.305336,0.267763,0.284666,0.280309,0.249764,0.244893,0.242983,0.019038,0.003634,0.052820,0.011129,0.030151,0.012432,0.038017,0.003810,0.012093,0.019430,0.052079,0.004106,0.013397,electric guitar
0.027721,0.028366,3.171768,0.089898,0.153880,0.154321,0.009385,0.045955,-24.547356,2.301136,0.180883,0.451819,-0.190678,0.251130,-0.089658,-0.004277,0.010503,0.179913,0.105436,0.143698,0.221452,0.010499,0.002167,0.041009,0.012458,0.016730,0.017787,0.046903,0.002270,0.011036,0.009997,0.080313,0.004836,0.038505,0.013477,0.018176,0.146241,0.024643,0.035211,0.129489,0.007564,0.026373,1.184913,0.646818,0.359263,0.324606,0.337519,0.274997,0.294058,0.279338,0.307434,0.289250,0.284505,0.234730,0.230184,0.011985,0.003030,0.037403,0.015506,0.015145,0.023591,0.037285,0.003711,0.013021,0.010631,0.062174,0.006917,0.015525,electric guitar
0.028523,0.018487,3.161749,0.092874,0.157542,0.172274,0.009280,0.045937,-25.329191,2.356318,0.303548,0.416655,-0.155494,0.263676,-0.002722,0.125211,0.127095,0.114956,0.137489,0.190769,0.139699,0.011572,0.003040,0.057059,0.009355,0.025105,0.011710,0.053079,0.002141,0.005998,0.010174,0.056344,0.005114,0.037532,0.014825,0.014243,0.163374,0.027043,0.034532,0.137590,0.008163,0.028389,1.234739,0.583073,0.422763,0.307343,0.359078,0.291242,0.308402,0.311848,0.323813,0.372322,0.275888,0.264159,0.237231,0.013993,0.004558,0.050720,0.011236,0.022209,0.015536,0.046204,0.003589,0.007221,0.010339,0.051716,0.008700,0.015925,electric guitar
0.019830,0.024681,3.130008,0.086431,0.163770,0.059805,0.009047,0.030796,-25.532044,2.897407,0.082813,0.655204,-0.104752,0.279017,-0.125431,-0.094166,-0.017383,0.398458,0.183436,0.228158,0.206823,0.009648,0.001687,0.039741,0.008598,0.026786,0.015757,0.059555,0.001372,0.014678,0.009808,0.088896,0.002941,0.041082,0.010572,0.020001,0.200531,0.028045,0.036400,0.055490,0.007416,0.019391,1.498669,0.516401,0.382093,0.268132,0.318271,0.245923,0.275064,0.257626,0.271869,0.297224,0.293869,0.217035,0.210323,0.013369,0.002545,0.036970,0.009462,0.024050,0.020513,0.043568,0.002445,0.015374,0.008565,0.057809,0.003886,0.014315,electric guitar
0.019460,0.016245,3.128046,0.083617,0.157667,0.062497,0.010099,0.029480,-25.997564,2.985897,0.103738,0.566918,-0.223349,0.128050,-0.208493,0.010767,0.039958,0.378491,0.230278,0.214857,0.171414,0.012049,0.001758,0.041466,0.007002,0.027357,0.013995,0.053482,0.002322,0.017497,0.022136,0.061366,0.003903,0.038882,0.010433,0.012103,0.201983,0.030235,0.040858,0.072479,0.010116,0.021413,1.432641,0.525899,0.404794,0.297540,0.324668,0.263154,0.351869,0.261572,0.278119,0.286269,0.256269,0.199740,0.201128,0.014166,0.002397,0.040363,0.009093,0.024641,0.018735,0.040205,0.003036,0.020851,0.019844,0.054011,0.005534,0.014186,electric guitar
0.026100,0.018676,3.156815,0.094649,0.159292,0.225655,0.008524,0.043262,-25.620978,2.501139,0.603851,0.247412,0.022860,0.037726,0.035228,-0.072156,0.038001,0.264946,0.153303,0.146912,0.135895,0.013036,0.001001,0.036901,0.007425,0.029431,0.010599,0.046408,0.001613,0.008868,0.011253,0.088373,0.004597,0.040879,0.013281,0.015084,0.156807,0.025342,0.033621,0.164329,0.007888,0.029269,1.526382,0.652794,0.381562,0.357906,0.297254,0.269686,0.257197,0.243743,0.262216,0.278333,0.263120,0.235208,0.205239,0.014089,0.001083,0.038444,0.010950,0.029637,0.011362,0.040925,0.002634,0.012155,0.010746,0.067090,0.005437,0.016059,electric guitar
0.035321,0.048313,3.210207,0.095059,0.134919,0.267281,0.002346,0.053593,-22.078381,2.045696,-0.032457,0.403102,0.146987,0.144975,0.005677,0.334342,0.036581,0.041812,-0.054668,0.084538,0.103881,0.010764,0.003780,0.028692,0.020175,0.047093,0.007803,0.036966,0.000685,0.003505,0.023007,0.073290,0.002409,0.029586,0.009081,0.011979,0.075107,0.015784,0.025396,0.098324,0.001397,0.016727,0.384383,0.320254,0.214631,0.188085,0.179260,0.190543,0.174280,0.171361,0.170541,0.171554,0.159774,0.154553,0.140192,0.008532,0.003315,0.015645,0.011097,0.019749,0.005390,0.022170,0.000527,0.002337,0.015781,0.027047,0.001648,0.005748,electric guitar
0.058954,0.044324,3.187741,0.138026,0.169433,0.514911,0.003019,0.088743,-22.155466,1.705750,0.121960,0.363110,-0.001431,0.206533,-0.052338,0.312057,0.040472,0.029776,-0.074894,0.018197,0.115232,0.010488,0.004000,0.034912,0.023353,0.040868,0.006506,0.034393,0.000996,0.003257,0.023571,0.046761,0.003156,0.025962,0.021242,0.019501,0.131223,0.039115,0.035923,0.230209,0.001883,0.040196,0.605716,0.302495,0.218645,0.237633,0.222895,0.204741,0.184118,0.190170,0.189818,0.188882,0.175408,0.177535,0.164272,0.008277,0.003849,0.023466,0.016938,0.025300,0.005382,0.036600,0.000703,0.002617,0.017899,0.024795,0.003045,0.008649,electric guitar
0.057726,0.047091,3.216362,0.133960,0.166031,0.494341,0.002486,0.084446,-21.834061,1.559391,-0.034368,0.462842,0.129382,0.193873,0.080099,0.257705,0.053978,0.008018,-0.052237,0.079024,0.110169,0.009542,0.004688,0.029205,0.018935,0.045782,0.005948,0.036630,0.001509,0.002922,0.024263,0.043186,0.002280,0.024289,0.016143,0.016546,0.096211,0.033126,0.034216,0.177223,0.001392,0.027086,0.350352,0.300505,0.238465,0.194753,0.166134,0.176338,0.182956,0.181003,0.176579,0.179808,0.164781,0.164855,0.158301,0.008990,0.004320,0.016774,0.013719,0.019500,0.004885,0.029433,0.001348,0.001730,0.019827,0.024543,0.001455,0.006334,electric guitar
0.066470,0.050788,3.230241,0.139053,0.167333,0.525167,0.002414,0.096180,-21.786473,1.345231,0.098008,0.613416,-0.121545,0.257294,0.111321,0.244333,0.077722,0.012560,-0.006076,0.044549,0.117946,0.008230,0.005804,0.024436,0.015304,0.033224,0.005941,0.032800,0.004948,0.003184,0.019491,0.041921,0.002900,0.021533,0.015755,0.017506,0.088343,0.032715,0.034417,0.168628,0.001326,0.024876,0.338388,0.290658,0.235629,0.205997,0.200153,0.189886,0.175932,0.177892,0.173401,0.186197,0.165294,0.163366,0.162525,0.005605,0.004279,0.014209,0.012275,0.012664,0.003993,0.028118,0.005969,0.002084,0.015050,0.021260,0.002235,0.007187,electric guitar
0.065991,0.049401,3.242813,0.135419,0.164759,0.511470,0.002223,0.098047,-21.678955,1.139318,0.008852,0.723893,-0.185661,0.313051,0.103654,0.216106,0.067270,0.020729,0.112364,0.121023,0.117174,0.008138,0.004278,0.038364,0.010677,0.034675,0.009538,0.029083,0.003622,0.003272,0.015163,0.030044,0.003383,0.021194,0.012897,0.014759,0.080259,0.026972,0.029161,0.155639,0.001062,0.020306,0.297382,0.271206,0.202732,0.182237,0.196013,0.171219,0.174604,0.178714,0.171173,0.172023,0.164358,0.164354,0.145387,0.005245,0.003091,0.012901,0.008041,0.014691,0.006402,0.022344,0.004382,0.002017,0.012455,0.019430,0.002315,0.005809,electric guitar
0.067271,0.046125,3.186004,0.108104,0.116837,0.745006,0.003154,0.106602,-22.462978,0.201123,-0.802647,-0.043640,-0.305333,0.106182,-0.547128,0.191559,-0.118199,0.103843,-0.120336,-0.151309,0.138333,0.008277,0.007805,0.008797,0.011115,0.015285,0.008163,0.005531,0.002075,0.003453,0.042170,0.009923,0.013359,0.015276,0.011078,0.029499,0.189503,0.013412,0.023501,0.179197,0.001558,0.011627,1.634647,0.478438,0.306899,0.262942,0.228162,0.220680,0.194186,0.184430,0.202316,0.196480,0.188184,0.161476,0.157887,0.006289,0.006226,0.007097,0.007173,0.010467,0.006589,0.004134,0.001615,0.002708,0.031104,0.007133,0.014013,0.008715,electric guitar
0.046746,0.036804,3.146227,0.131111,0.170194,0.407263,0.003842,0.065358,-22.957100,1.942173,0.225655,0.394580,0.081589,0.201520,-0.165615,0.249825,0.027422,0.065250,-0.085390,-0.016322,0.083908,0.014494,0.003189,0.042037,0.025552,0.051888,0.006414,0.040313,0.000865,0.002965,0.027098,0.032052,0.003184,0.028352,0.021266,0.022129,0.201219,0.040728,0.038059,0.207516,0.002749,0.041094,1.037836,0.344489,0.274342,0.255990,0.270066,0.240605,0.212320,0.248317,0.206302,0.182184,0.188855,0.196024,0.170505,0.012849,0.003002,0.033404,0.022498,0.033305,0.005659,0.040770,0.000815,0.002688,0.020605,0.022020,0.002732,0.009279,electric guitar
0.039733,0.056943,3.229788,0.126918,0.175095,0.313635,0.003819,0.052189,-22.424536,2.038561,0.231571,0.259294,-0.278014,-0.023892,-0.231872,0.214368,0.015322,0.175964,0.031800,0.065176,0.103042,0.008240,0.003726,0.025431,0.036477,0.043362,0.006619,0.026923,0.000937,0.003370,0.045353,0.038008,0.004656,0.030295,0.016934,0.018041,0.096232,0.037358,0.035931,0.164399,0.002809,0.022662,0.693243,0.300411,0.253088,0.266989,0.260477,0.251561,0.211164,0.210425,0.203512,0.200721,0.203863,0.203315,0.165215,0.007324,0.004469,0.019705,0.026552,0.024471,0.005310,0.030439,0.001113,0.003012,0.019014,0.018512,0.003212,0.007776,electric guitar
0.053638,0.042331,3.194547,0.131811,0.165727,0.460509,0.003341,0.082468,-22.286058,1.551853,0.095272,0.590707,0.021704,0.169513,-0.053140,0.135044,-0.049657,0.170055,-0.018337,0.052781,0.112188,0.009066,0.002661,0.039788,0.016625,0.050041,0.006696,0.039352,0.001023,0.003171,0.028719,0.024098,0.003000,0.025856,0.020746,0.020704,0.128932,0.038324,0.037161,0.201524,0.001932,0.036333,0.698969,0.334115,0.259592,0.215604,0.220598,0.210250,0.204707,0.224771,0.208622,0.190507,0.183662,0.176873,0.150628,0.007075,0.002048,0.031940,0.015824,0.030928,0.004888,0.035899,0.000774,0.002519,0.019021,0.015508,0.002551,0.010072,electric guitar
0.050746,0.047336,3.207930,0.133845,0.170660,0.424312,0.003484,0.070563,-22.411492,1.744073,0.189684,0.399327,-0.062385,0.122305,-0.099138,0.241649,0.043377,0.198872,-0.026975,0.068695,0.103595,0.010595,0.012565,0.033033,0.015799,0.044007,0.006666,0.035664,0.002518,0.002916,0.037310,0.024781,0.002536,0.027706,0.019232,0.019063,0.133492,0.036622,0.034476,0.203291,0.002609,0.030762,0.680692,0.311319,0.253188,0.234130,0.239742,0.214610,0.215734,0.242168,0.226211,0.187761,0.199281,0.192768,0.168494,0.008510,0.008769,0.026167,0.013073,0.027679,0.005690,0.036977,0.002597,0.002441,0.018691,0.015577,0.001770,0.009404,electric guitar
0.062066,0.026264,3.125150,0.147234,0.179904,0.463944,0.005314,0.090181,-24.578868,1.539670,-0.254178,0.210224,0.006305,0.126569,-0.158813,0.202838,0.279414,-0.080619,-0.283545,0.065952,0.024413,0.034893,0.020209,0.029341,0.009893,0.011949,0.006187,0.033739,0.002779,0.004783,0.006938,0.030511,0.006513,0.025873,0.026439,0.019954,0.266291,0.045444,0.038081,0.254109,0.004144,0.054929,1.953385,0.603218,0.444250,0.300573,0.292935,0.284335,0.258352,0.290924,0.261836,0.270665,0.253425,0.216699,0.209860,0.037909,0.023409,0.022632,0.010405,0.010160,0.006237,0.037416,0.003877,0.005507,0.005690,0.026258,0.008848,0.011141,electric guitar
0.057095,0.020132,3.133694,0.134719,0.173093,0.598938,0.005917,0.090846,-24.174813,1.852072,0.507576,-0.269832,-0.016858,0.089670,0.232972,-0.030738,0.123897,0.042878,-0.068616,-0.031623,0.056004,0.016253,0.009885,0.038040,0.007883,0.016938,0.008770,0.043334,0.005762,0.004875,0.010199,0.038405,0.004957,0.024967,0.018778,0.014465,0.214742,0.032818,0.031783,0.263494,0.003827,0.038632,0.965645,0.550606,0.374773,0.374928,0.271479,0.239638,0.289479,0.308240,0.298277,0.268911,0.256631,0.284817,0.229755,0.021891,0.009493,0.026155,0.008505,0.013014,0.012266,0.041975,0.007242,0.005264,0.008199,0.029552,0.004926,0.011022,electric guitar
0.066555,0.026394,3.147546,0.147286,0.176812,0.675524,0.005452,0.101357,-23.523042,1.620023,0.406154,-0.097898,0.131802,0.101118,0.197710,-0.015073,0.038179,0.077383,0.025509,-0.018029,0.064181,0.013080,0.006189,0.032822,0.009897,0.019786,0.012648,0.039523,0.004354,0.006035,0.013653,0.043364,0.003154,0.023860,0.022832,0.017577,0.172387,0.036491,0.031110,0.273889,0.003163,0.037307,1.106956,0.492852,0.311337,0.420522,0.289168,0.248618,0.277990,0.280605,0.265811,0.288273,0.237609,0.258467,0.211807,0.016305,0.006550,0.026515,0.008568,0.019507,0.015919,0.035770,0.007120,0.006236,0.011072,0.031629,0.003673,0.010169,electric guitar
0.080576,0.024440,3.125989,0.167200,0.183910,0.809619,0.005037,0.117806,-23.863692,1.232656,0.294865,-0.223264,-0.016734,0.114349,0.013467,-0.170128,0.012067,0.112285,0.057493,-0.025664,0.023524,0.022287,0.003621,0.027518,0.008443,0.013657,0.009788,0.037690,0.003360,0.008075,0.010880,0.026845,0.004699,0.020976,0.025675,0.019482,0.217779,0.035977,0.031358,0.281937,0.003239,0.045591,1.295019,0.657450,0.403383,0.403353,0.290864,0.304366,0.294910,0.298574,0.282584,0.326046,0.247430,0.262837,0.213457,0.029315,0.004767,0.023180,0.009280,0.011148,0.013596,0.044515,0.005019,0.008050,0.010438,0.024507,0.006382,0.011808,electric guitar
0.033687,0.020796,3.205969,0.102980,0.159218,0.172354,0.006898,0.056360,-24.659893,2.179867,-0.168932,0.183646,-0.217782,0.324363,-0.027826,0.139402,0.239570,0.179982,-0.271981,-0.019555,0.085800,0.022420,0.027850,0.036692,0.011755,0.011040,0.003277,0.034661,0.004559,0.008245,0.006930,0.030044,0.005577,0.027006,0.009441,0.009757,0.097893,0.033873,0.038574,0.126021,0.005189,0.021782,0.888526,0.491080,0.388425,0.289305,0.306238,0.283255,0.258078,0.303856,0.244110,0.291917,0.218095,0.229509,0.175302,0.020245,0.028167,0.026939,0.011242,0.009817,0.002762,0.032964,0.004858,0.006674,0.005943,0.024194,0.005898,0.009887,electric guitar
0.048421,0.034929,3.180566,0.124059,0.164977,0.328062,0.006433,0.072350,-23.288414,1.644101,-0.060787,0.196388,0.065074,0.454068,0.016781,-0.199844,0.050078,0.435733,-0.091402,-0.177249,0.021884,0.013377,0.007042,0.024794,0.010224,0.014621,0.005191,0.035341,0.001349,0.016494,0.010975,0.031543,0.002221,0.020092,0.014515,0.017893,0.138152,0.033280,0.033069,0.176716,0.004474,0.023944,0.983246,0.481962,0.410153,0.321210,0.285948,0.270348,0.258219,0.297398,0.252531,0.276232,0.228311,0.214835,0.178096,0.018344,0.007426,0.020656,0.010153,0.015551,0.004869,0.035448,0.001161,0.012518,0.008500,0.027286,0.002600,0.009648,electric guitar
0.053177,0.011197,3.071347,0.157025,0.198832,0.443776,0.005574,0.073800,-25.145385,2.242797,0.703946,0.322821,0.081287,-0.035797,-0.212624,0.093982,-0.081638,0.011903,-0.048283,0.102654,-0.121146,0.027264,0.003204,0.062202,0.015401,0.031630,0.017530,0.031704,0.003518,0.004422,0.011795,0.040598,0.004203,0.030133,0.031553,0.007645,0.221163,0.048980,0.027248,0.336844,0.003535,0.084980,1.311597,0.455763,0.388741,0.299393,0.265681,0.248486,0.251530,0.233004,0.211826,0.193794,0.192010,0.212615,0.180740,0.025927,0.004170,0.045183,0.014173,0.026041,0.018525,0.028477,0.008748,0.004415,0.011124,0.033590,0.004965,0.011283,electric guitar
